,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
647,648,Gardiner,Nutley,M,86,265766400000000000,Accountant II,Financial Services,Mass Customer,N,Yes,9
648,649,Krissie,Dinan,F,23,155606400000000000,Legal Assistant,Financial Services,Mass Customer,N,Yes,10
649,650,Matthew,Petschelt,M,81,246499200000000000,Assistant Manager,Health,Mass Customer,N,No,13
650,651,Minni,Deegin,F,76,120268800000000000,Tax Accountant,Health,Affluent Customer,N,No,13
651,652,Edee,Stoker,F,62,848793600000000000,Staff Scientist,Financial Services,High Net Worth,N,Yes,1
652,653,Maxy,Hurles,M,68,-60825600000000000,Graphic Designer,Financial Services,Affluent Customer,N,Yes,19
653,654,Noelani,Andreuzzi,F,2,737769600000000000,Administrative Officer,Manufacturing,Affluent Customer,N,No,5
654,655,Stuart,Gebhardt,M,64,154569600000000000,General Manager,Manufacturing,Affluent Customer,N,Yes,19
655,656,Marty,Lebreton,F,80,280108800000000000,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8
656,657,Hoyt,,M,66,729993600000000000,Safety Technician II,Manufacturing,Affluent Customer,N,No,10
657,658,Donn,Bonnell,M,38,-818553600000000000,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8
658,659,Natalee,Stringman,F,44,308275200000000000,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,15
659,660,Stormi,,F,82,806976000000000000,Geological Engineer,Manufacturing,High Net Worth,N,No,6
660,661,Cinderella,Haslen,F,35,578966400000000000,Sales Associate,IT,High Net Worth,N,No,14
661,662,Bonnibelle,Imos,F,41,-78796800000000000,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5
662,663,Massimo,Seymour,M,27,869097600000000000,VP Sales,Property,Affluent Customer,N,Yes,3
663,664,Mathe,Scatcher,M,38,781315200000000000,Research Nurse,Health,High Net Worth,N,No,4
664,665,Chan,Kirckman,M,82,861408000000000000,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,5
665,666,Anselma,Ricardon,F,82,436492800000000000,Social Worker,Health,High Net Worth,N,Yes,15
666,667,Nicoline,Samwayes,F,62,764035200000000000,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3
667,668,Ebony,Threadgall,F,61,-105753600000000000,Junior Executive,Health,Mass Customer,N,No,7
668,669,Fleur,Whittlesea,F,73,341971200000000000,Research Associate,Manufacturing,Mass Customer,N,No,3
669,670,Janifer,Pountain,F,75,721267200000000000,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8
670,671,Aristotle,Vanni,M,49,459561600000000000,Business Systems Development Analyst,Argiculture,Mass Customer,N,No,5
671,672,Kleon,Pallatina,M,53,221875200000000000,Analog Circuit Design manager,Retail,High Net Worth,N,No,12
672,673,Artie,Ommanney,M,35,173059200000000000,VP Sales,Health,Mass Customer,N,Yes,4
673,674,Dalila,Rosel,F,61,-484790400000000000,Developer II,Manufacturing,Mass Customer,N,No,5
674,675,Sharl,Wiggin,F,37,219801600000000000,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,17
675,676,Curtis,,M,51,-51148800000000000,Senior Editor,Manufacturing,High Net Worth,N,Yes,14
676,677,El,Toupe,M,59,870048000000000000,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5
677,678,Ambur,Symcoxe,F,57,809827200000000000,Accounting Assistant II,IT,High Net Worth,N,No,2
678,679,Yolande,Whild,F,29,151545600000000000,Registered Nurse,Health,Mass Customer,N,No,12
679,680,Gay,Pickersgill,U,22,1977-7-12,Business Systems Development Analyst,IT,High Net Worth,N,Yes,0
680,681,Jobyna,Elgey,F,55,274924800000000000,VP Product Management,Manufacturing,Mass Customer,N,Yes,17
681,682,Ole,Euplate,M,53,37929600000000000,Health Coach IV,Health,Affluent Customer,N,Yes,7
682,683,Brennan,Gagen,M,60,-240796800000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,10
683,684,Malvin,,M,88,552268800000000000,Desktop Support Technician,Financial Services,Mass Customer,N,No,14
684,685,Booth,Birkin,U,28,1977-7-12,Senior Developer,IT,Mass Customer,N,No,0
685,686,Hallie,Le feaver,F,60,-487900800000000000,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5
686,687,Welby,Ninnotti,M,25,-343699200000000000,Executive Secretary,Retail,High Net Worth,N,Yes,5
687,688,Baron,Bullus,M,90,-27648000000000000,Junior Executive,Health,High Net Worth,N,No,9
688,689,Hamnet,Berford,M,91,-114307200000000000,Senior Developer,Entertainment,High Net Worth,N,Yes,16
689,690,Lindsey,,M,95,543801600000000000,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,17
690,691,Carver,Carwardine,M,29,-484531200000000000,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,5
691,692,Goraud,Ayling,M,42,567388800000000000,Database Administrator IV,Property,Mass Customer,N,No,7
692,693,Bambi,Hebblethwaite,F,46,25833600000000000,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,19
693,694,Lilith,Lanning,F,66,-31881600000000000,Media Manager III,Health,Mass Customer,N,No,13
694,695,Kevan,Kubal,M,36,249696000000000000,Engineer II,Health,High Net Worth,N,No,11
695,696,Arch,Gaitskill,M,57,-123120000000000000,Programmer Analyst II,Manufacturing,Affluent Customer,N,Yes,6
696,697,Weston,Brokenshaw,M,25,533606400000000000,Environmental Specialist,Entertainment,Mass Customer,N,No,10
697,698,Ellette,Fahy,F,90,837820800000000000,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1
698,699,Mirabella,Richter,F,16,81734400000000000,Account Representative IV,IT,Affluent Customer,N,Yes,16
699,700,Josias,Mulliner,M,67,635472000000000000,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,4
700,701,Ransell,Ruler,M,18,-431395200000000000,Food Chemist,Health,Mass Customer,N,Yes,8
701,702,Zorina,Bosomworth,F,72,-312249600000000000,Help Desk Technician,Manufacturing,Mass Customer,N,No,8
702,703,Ethelda,,F,66,-100051200000000000,Business Systems Development Analyst,Property,Mass Customer,N,No,15
703,704,Lindsay,Acaster,F,49,913075200000000000,Research Nurse,Health,Mass Customer,N,No,4
704,705,Eddie,Yekel,M,48,-188092800000000000,Quality Engineer,Retail,High Net Worth,N,No,14
705,706,Kane,Gaffer,M,44,631584000000000000,Media Manager IV,Financial Services,High Net Worth,N,Yes,5
706,707,Homere,Rounds,M,97,112233600000000000,Executive Secretary,Manufacturing,Mass Customer,N,Yes,7
707,708,Idalina,Wilcot,F,31,540345600000000000,Safety Technician II,IT,Mass Customer,N,Yes,10
708,709,Holly,Cavil,F,83,313718400000000000,Accountant III,Financial Services,Mass Customer,N,Yes,5
709,710,Benton,Oakly,M,76,5097600000000000,Sales Representative,Retail,High Net Worth,N,Yes,13
710,711,Audrey,Vickerman,F,60,68428800000000000,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,7
711,712,Norine,Antonik,F,22,-271987200000000000,Business Systems Development Analyst,IT,Mass Customer,N,No,14
712,713,Adena,Northedge,F,34,780537600000000000,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,4
713,714,Burtie,Scintsbury,M,12,-172627200000000000,Business Systems Development Analyst,Manufacturing,High Net Worth,N,Yes,15
714,715,Royal,Shinn,M,50,-41558400000000000,Junior Executive,Manufacturing,Mass Customer,N,No,6
715,716,Trescha,Preshous,F,31,310953600000000000,Social Worker,Health,Mass Customer,N,No,11
716,717,Basilius,Spieck,M,65,217296000000000000,VP Product Management,Manufacturing,Mass Customer,N,Yes,11
717,718,Cathe,Lorriman,F,38,256608000000000000,Engineer I,Manufacturing,Mass Customer,N,Yes,7
718,719,Pattin,Weathey,M,2,-505094400000000000,Administrative Officer,Retail,Mass Customer,N,No,14
719,720,Darrel,Canet,M,67,-1205280000000000000,Recruiting Manager,Retail,Affluent Customer,N,No,6
720,721,Harmonia,Cornock,F,84,744854400000000000,Account Representative III,Manufacturing,Affluent Customer,N,Yes,1
721,722,Stewart,Brosoli,M,69,-435283200000000000,Marketing Manager,IT,Mass Customer,N,No,5
722,723,Madelina,Marte,F,41,-200966400000000000,Food Chemist,Health,Mass Customer,N,Yes,6
723,724,Heinrik,Norcock,M,7,176428800000000000,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4
724,725,Gage,Crossan,M,61,-137203200000000000,Design Engineer,Health,High Net Worth,N,Yes,19
725,726,Norma,Blackbourn,F,69,255916800000000000,Information Systems Manager,Health,Mass Customer,N,Yes,10
726,727,Lenci,Duerden,M,98,276825600000000000,Senior Editor,Manufacturing,Mass Customer,N,No,3
727,728,Winthrop,Corser,M,60,-418003200000000000,VP Accounting,Financial Services,Mass Customer,N,Yes,8
728,729,Ammamaria,Standbridge,F,30,120182400000000000,Analog Circuit Design manager,Health,Affluent Customer,N,No,11
729,730,Robb,Poll,M,42,-45360000000000000,Web Designer IV,Manufacturing,Mass Customer,N,No,14
730,731,Lorenza,Cawthorne,F,57,-2419200000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,6
731,732,Bonita,Gethins,F,71,-92966400000000000,Actuary,Financial Services,Mass Customer,N,No,5
732,733,Ham,Mayoh,M,25,123465600000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13
733,734,Leicester,Fynes,M,34,331689600000000000,Programmer III,Retail,Affluent Customer,N,No,11
734,735,Khalil,Pennings,M,33,-148348800000000000,Assistant Manager,Financial Services,Mass Customer,N,Yes,11
735,736,Sansone,Eastcourt,M,41,138585600000000000,Help Desk Operator,Manufacturing,High Net Worth,N,No,8
736,737,Sisely,Oppy,F,75,426729600000000000,Systems Administrator III,Manufacturing,Mass Customer,N,No,16
737,738,Bunnie,Whines,F,51,471312000000000000,Business Systems Development Analyst,Argiculture,Mass Customer,N,Yes,9
738,739,Arnie,Zorn,M,36,-159408000000000000,Senior Editor,Manufacturing,Mass Customer,N,No,8
739,740,Farr,Butterick,M,9,777168000000000000,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,6
740,741,Cristionna,Mapes,F,16,287884800000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,11
741,742,Dexter,Robelin,M,55,-116467200000000000,Senior Developer,Manufacturing,Mass Customer,N,No,15
742,743,Pattin,Morican,M,89,355363200000000000,VP Accounting,Financial Services,Mass Customer,N,Yes,13
743,744,Heinrik,,M,54,241747200000000000,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14
744,745,Dotty,Maylott,F,84,259372800000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,13
745,746,Aldo,Waistall,M,47,-171244800000000000,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,17
746,747,Eula,Bruni,F,91,262224000000000000,Database Administrator II,Manufacturing,Mass Customer,N,No,7
747,748,Linet,Postill,F,51,356659200000000000,VP Marketing,Financial Services,High Net Worth,N,No,7
748,749,Andreas,Cosin,M,47,81475200000000000,Environmental Specialist,Argiculture,Mass Customer,N,No,19
749,750,Izaak,Gisborne,M,42,797299200000000000,Analyst Programmer,Retail,Affluent Customer,N,Yes,7
750,751,Amie,Dufty,F,41,1004486400000000000,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1
751,752,Kalil,Palombi,M,13,-268704000000000000,Speech Pathologist,Financial Services,High Net Worth,N,No,12
752,753,Josy,St. Quentin,F,82,5616000000000000,Food Chemist,Health,Affluent Customer,Y,Yes,6
753,754,Patsy,Beefon,F,15,301968000000000000,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14
754,755,Baily,Imison,M,31,742521600000000000,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4
755,756,Carin,Lauthian,F,65,149299200000000000,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16
756,757,Kinsley,Klimus,M,91,232329600000000000,Environmental Tech,Financial Services,Mass Customer,N,No,18
757,758,Teena,Birrel,F,99,-86400000000000000,Business Systems Development Analyst,Manufacturing,High Net Worth,N,Yes,11
758,759,Mitchel,Schimek,M,89,-211680000000000000,Clinical Specialist,Health,High Net Worth,N,No,13
759,760,Shamus,Fyndon,M,46,257644800000000000,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18
760,761,Vaughan,McCromley,M,12,249436800000000000,Media Manager II,Health,Affluent Customer,N,Yes,4
761,762,Kerwin,Jossel,M,91,321148800000000000,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,22
762,763,Benita,Cuffley,F,95,563068800000000000,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12
763,764,Samuel,Stiff,M,40,227318400000000000,Environmental Tech,Financial Services,Mass Customer,N,Yes,22
764,765,Valeria,Chazette,F,50,462758400000000000,Business Systems Development Analyst,Retail,Affluent Customer,N,No,16
765,766,Nonna,Hun,F,16,167356800000000000,Business Systems Development Analyst,Retail,Mass Customer,N,Yes,14
766,767,Gustav,Kos,M,70,-443232000000000000,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11
767,768,Alexia,Wolford,F,5,127353600000000000,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21
768,769,Cameron,Letherbury,M,65,-252806400000000000,Analog Circuit Design manager,IT,Mass Customer,N,No,12
769,770,Zara,Maccaddie,F,10,444787200000000000,Software Consultant,IT,High Net Worth,N,Yes,13
770,771,Lammond,MacGeffen,M,12,-183254400000000000,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,8
771,772,Lorianna,Vidyapin,F,12,914630400000000000,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4
772,773,Robbie,Handaside,M,77,477014400000000000,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,20
773,774,Phelia,Perotti,F,79,912124800000000000,Operator,Manufacturing,High Net Worth,N,No,1
774,775,Nikita,Kilby,M,66,401414400000000000,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4
775,776,Stanley,Seven,M,30,338601600000000000,Financial Analyst,Financial Services,High Net Worth,N,No,20
776,777,Wolfgang,Tarrier,M,2,726537600000000000,Paralegal,Financial Services,High Net Worth,N,No,4
777,778,Stacy,Pozzi,M,24,217036800000000000,Assistant Professor,Manufacturing,High Net Worth,N,No,13
778,779,Maddy,Larrat,F,1,697680000000000000,Staff Accountant III,Health,High Net Worth,N,No,7
779,780,Kim,,F,24,119232000000000000,Professor,Financial Services,Mass Customer,N,No,20
780,781,Elvis,O'Leagham,M,80,-351216000000000000,Legal Assistant,Manufacturing,Mass Customer,N,No,17
781,782,Bevvy,Siegertsz,F,30,210124800000000000,Geological Engineer,Manufacturing,Mass Customer,N,No,17
782,783,Rudd,Strangeways,M,6,491097600000000000,Information Systems Manager,Retail,Affluent Customer,N,No,14
783,784,Frederik,Duckett,M,10,222912000000000000,Accounting Assistant III,IT,High Net Worth,N,Yes,22
784,785,Anthea,Guesford,F,48,304473600000000000,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18
785,786,Francklin,Ubanks,M,34,477187200000000000,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,16
786,787,Norma,Batrim,F,29,850608000000000000,Business Systems Development Analyst,Retail,Affluent Customer,N,Yes,2
787,788,Gregg,Townsend,M,62,-173664000000000000,Social Worker,Health,Mass Customer,N,No,11
788,789,Gabrielle,Giraudot,F,69,262569600000000000,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14
789,790,Yvonne,,F,22,-55987200000000000,Senior Editor,Manufacturing,Affluent Customer,N,No,15
790,791,Tootsie,Hurt,F,3,-39657600000000000,Professor,Manufacturing,Mass Customer,N,Yes,14
791,792,Mitch,Rains,M,10,185587200000000000,Structural Engineer,Manufacturing,High Net Worth,N,Yes,4
792,793,Kissie,Delong,F,97,602121600000000000,Actuary,Financial Services,High Net Worth,N,Yes,9
793,794,Scott,Ommundsen,M,99,-462067200000000000,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16
794,795,Cassy,Awdry,F,35,114652800000000000,Environmental Tech,Financial Services,High Net Worth,N,No,18
795,796,Ira,Lamlin,F,8,864691200000000000,Financial Analyst,Financial Services,Mass Customer,N,No,2
796,797,Meridel,Rawet,F,51,119923200000000000,Internal Auditor,Financial Services,Mass Customer,N,No,19
797,798,Dorita,Blackburne,F,22,580089600000000000,Teacher,Financial Services,High Net Worth,N,No,5
798,799,Harland,Spilisy,U,39,1977-7-12,Programmer I,IT,Mass Customer,N,Yes,0
799,800,Quint,Popov,M,68,283910400000000000,Account Coordinator,Manufacturing,Mass Customer,N,No,8
800,801,Bertram,Linn,M,28,339811200000000000,Geologist IV,Manufacturing,Affluent Customer,N,No,20
801,802,Ailyn,Carberry,F,50,509241600000000000,Financial Analyst,Financial Services,Mass Customer,N,No,3
802,803,Nina,Murcutt,F,96,942278400000000000,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3
803,804,Henrietta,Seater,F,98,929577600000000000,Technical Writer,Manufacturing,High Net Worth,N,Yes,1
804,805,Jorrie,Hanhardt,F,48,-306201600000000000,Electrical Engineer,Manufacturing,Mass Customer,N,No,10
805,806,Carter,Kaesmakers,M,66,712281600000000000,Sales Representative,Retail,Mass Customer,N,Yes,7
806,807,Lorne,Quested,F,48,343958400000000000,Safety Technician I,Manufacturing,Affluent Customer,N,No,16
807,808,Nigel,Phippard,M,21,311990400000000000,Social Worker,Health,High Net Worth,N,Yes,17
808,809,Nevsa,Washtell,F,83,246412800000000000,Biostatistician III,Health,Mass Customer,N,No,18
809,810,Fawnia,Bartrum,F,24,891648000000000000,Software Test Engineer IV,Health,Mass Customer,N,Yes,1
810,811,Ive,Chapelhow,M,6,442800000000000000,Nurse Practicioner,Manufacturing,Mass Customer,N,No,8
811,812,Coral,Dunkirk,F,1,622425600000000000,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,16
812,813,Lisette,Nesbit,F,12,-245635200000000000,Account Representative III,Health,Mass Customer,N,No,14
813,814,Raffarty,Giacomoni,M,60,-316396800000000000,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14
814,815,Caryn,Sampey,F,47,142300800000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,22
815,816,Donni,Boor,F,71,-409449600000000000,Product Engineer,Manufacturing,Mass Customer,N,No,15
816,817,Niel,Abilowitz,M,38,702691200000000000,Editor,Financial Services,Mass Customer,N,Yes,6
817,818,Beverie,Bosanko,F,17,125280000000000000,Chemical Engineer,Manufacturing,Mass Customer,N,No,11
818,819,Temp,Thebeau,M,7,174787200000000000,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5
819,820,Cecilia,Chipchase,F,12,221356800000000000,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,16
820,821,Gregoor,Aronovitz,M,41,364780800000000000,Financial Analyst,Financial Services,Mass Customer,N,Yes,7
821,822,Ardis,Tomlett,F,67,151718400000000000,Sales Associate,Health,High Net Worth,N,No,17
822,823,Stesha,Morecombe,F,91,635212800000000000,Internal Auditor,Manufacturing,Affluent Customer,N,No,9
823,824,Fleurette,Whardley,F,97,225849600000000000,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12
824,825,Willis,Whyler,M,17,177292800000000000,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,Yes,16
825,826,Marc,Waddilove,M,92,914544000000000000,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1
826,827,Phillis,Rudwell,F,90,831427200000000000,Business Systems Development Analyst,Health,Affluent Customer,N,No,5
827,828,Darda,Kernocke,F,93,-380246400000000000,Business Systems Development Analyst,Health,Mass Customer,N,Yes,20
828,829,Byran,Goodfield,M,84,980121600000000000,Environmental Tech,Financial Services,High Net Worth,N,Yes,2
829,830,Jayson,Chilcott,M,58,360115200000000000,VP Quality Control,Manufacturing,Affluent Customer,N,No,6
830,831,Teddy,Keijser,M,4,104112000000000000,Paralegal,Financial Services,Affluent Customer,N,No,11
831,832,Shaun,Murphey,M,30,249696000000000000,Research Assistant IV,Retail,Mass Customer,N,No,14
832,833,Wadsworth,Hubane,M,9,812678400000000000,Safety Technician II,Manufacturing,High Net Worth,N,Yes,4
833,834,Rudolf,Brandes,M,37,102988800000000000,Environmental Tech,Financial Services,Mass Customer,N,No,3
834,835,Zachary,Matyukon,M,85,-53481600000000000,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9
835,836,Clemence,Vautre,F,33,639014400000000000,Actuary,Financial Services,Mass Customer,N,Yes,9
836,837,Derick,Fasler,M,4,-409363200000000000,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13
837,838,Hayden,Heersema,M,27,34387200000000000,Financial Advisor,Financial Services,High Net Worth,N,No,15
838,839,Charis,Greaves,U,14,1977-7-12,Structural Analysis Engineer,IT,Mass Customer,N,Yes,0
839,840,Chas,Carabet,M,94,-174614400000000000,VP Sales,Financial Services,Affluent Customer,N,Yes,19
840,841,Hanan,McGreay,M,93,-103420800000000000,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8
841,842,Mahmud,Dobbson,M,59,934761600000000000,Compensation Analyst,Financial Services,High Net Worth,N,No,2
842,843,Salomone,Sleford,M,80,620956800000000000,Developer II,Manufacturing,Affluent Customer,N,Yes,9
843,844,Tome,Tyt,M,13,253497600000000000,Nurse Practicioner,Financial Services,High Net Worth,N,No,9
844,845,Koressa,Maris,F,51,125539200000000000,Associate Professor,Manufacturing,Mass Customer,N,No,3
845,846,Alvan,Rebichon,M,60,-497750400000000000,Geologist I,Manufacturing,Affluent Customer,N,No,17
846,847,Kelci,Morrison,F,66,675216000000000000,Chief Design Engineer,Retail,High Net Worth,N,No,9
847,848,Lannie,Chat,M,79,299116800000000000,VP Product Management,Manufacturing,Mass Customer,N,No,13
848,849,Sylvan,Capper,M,72,-9331200000000000,Librarian,Entertainment,Mass Customer,N,No,10
849,850,Nevin,Hanfrey,M,79,969753600000000000,Clinical Specialist,Health,Mass Customer,N,No,1
850,851,Cammi,Tesmond,F,19,567820800000000000,Project Manager,Manufacturing,Affluent Customer,N,Yes,2
851,852,Andie,Bonney,F,37,973296000000000000,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2
852,853,Nolana,Rotter,F,26,371001600000000000,Media Manager I,Retail,Mass Customer,N,Yes,16
853,854,Charisse,Thoresby,F,35,972345600000000000,Marketing Manager,Manufacturing,Affluent Customer,N,No,2
854,855,Bennie,Llywarch,F,74,151977600000000000,General Manager,Retail,High Net Worth,N,Yes,16
855,856,Peyton,Monkeman,M,63,591667200000000000,Quality Engineer,Financial Services,Mass Customer,N,Yes,9
856,857,Theo,,F,15,-169862400000000000,General Manager,Manufacturing,High Net Worth,N,No,4
857,858,Barby,Charlwood,F,79,328752000000000000,Internal Auditor,Financial Services,High Net Worth,N,Yes,9
858,859,Devinne,Tommeo,F,53,270864000000000000,Geologist I,Financial Services,Affluent Customer,N,Yes,7
859,860,Ida,,F,80,334886400000000000,Business Systems Development Analyst,Manufacturing,High Net Worth,N,Yes,7
860,861,Rebekah,Dmych,F,73,233280000000000000,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17
861,862,Worden,Fossitt,M,83,252028800000000000,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16
862,863,Kessiah,Logg,F,19,-262224000000000000,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5
863,864,Regen,Nares,M,6,5529600000000000,Business Systems Development Analyst,Retail,High Net Worth,N,Yes,4
864,865,Germain,De la Harpe,F,73,-149040000000000000,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19
865,866,Stanislaus,Gottelier,M,28,95040000000000000,Associate Professor,Manufacturing,Affluent Customer,N,Yes,14
866,867,Lura,MacKim,F,12,105840000000000000,VP Marketing,Manufacturing,Mass Customer,N,No,17
867,868,Effie,Duddy,F,84,301104000000000000,VP Accounting,Financial Services,Mass Customer,N,Yes,11
868,869,Addia,Abels,F,7,447811200000000000,Account Representative I,Financial Services,High Net Worth,N,Yes,10
869,870,Hugh,Wilce,M,63,-186969600000000000,Pharmacist,Health,Mass Customer,N,No,6
870,871,Janka,Yesinin,F,40,695865600000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,5
871,872,Suki,Ivachyov,F,47,41644800000000000,Structural Engineer,IT,Mass Customer,N,No,13
872,873,Worthington,Penwarden,M,37,-316396800000000000,Occupational Therapist,Health,Affluent Customer,N,Yes,20
873,874,Howard,Oseland,M,78,989020800000000000,Business Systems Development Analyst,Health,Mass Customer,N,Yes,1
874,875,Caryl,Linnett,M,34,919728000000000000,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2
875,876,Neil,Jencey,M,44,-39052800000000000,Physical Therapy Assistant,IT,High Net Worth,N,No,19
876,877,Didi,Milne,F,92,579484800000000000,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3
877,878,Clarence,Silby,M,31,404956800000000000,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9
878,879,Hestia,Smetoun,F,58,270864000000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,12
879,880,Neely,Lundon,F,11,-189475200000000000,Internal Auditor,Manufacturing,High Net Worth,N,Yes,10
880,881,Carmella,O' Lone,F,82,326505600000000000,Information Systems Manager,Manufacturing,High Net Worth,N,No,15
881,882,Esmaria,Lythgoe,F,59,-134352000000000000,Business Systems Development Analyst,Property,Mass Customer,N,Yes,11
882,883,Lolita,Bennie,U,73,1977-7-12,Recruiter,IT,Mass Customer,N,Yes,0
883,884,Pepito,Lamming,M,11,254966400000000000,Web Designer IV,Property,Mass Customer,N,No,17
884,885,Yancey,Wivell,M,20,-99100800000000000,Statistician IV,Financial Services,Mass Customer,N,No,18
885,886,Dawna,McCullen,F,53,153705600000000000,Accounting Assistant III,Health,Mass Customer,N,No,11
886,887,Patrizius,Hardinge,M,55,879724800000000000,Business Systems Development Analyst,Manufacturing,High Net Worth,N,No,1
887,888,Chickie,Gulleford,F,62,-193881600000000000,Accountant IV,Manufacturing,Mass Customer,N,No,10
888,889,Ezequiel,Coggeshall,M,46,-90460800000000000,Sales Representative,Retail,Affluent Customer,N,Yes,10
889,890,Tony,Cordsen,F,55,128908800000000000,Dental Hygienist,Health,Mass Customer,N,Yes,15
890,891,Talbot,Andrioni,M,21,365904000000000000,Occupational Therapist,Health,High Net Worth,N,Yes,9
891,892,Conroy,Healy,U,22,1977-7-12,Office Assistant II,IT,Mass Customer,N,Yes,0
892,893,Gibby,Fearnley,M,97,432086400000000000,Geologist I,IT,Mass Customer,N,No,16
893,894,Catie,Kibbey,F,13,30326400000000000,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9
894,895,Juli,Curness,F,58,-105062400000000000,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,12
895,896,Idell,Belderson,F,25,266284800000000000,VP Sales,Manufacturing,Mass Customer,N,No,15
896,897,Pris,Fance,F,25,-30672000000000000,Account Executive,Manufacturing,Mass Customer,N,No,11
897,898,Reyna,Braizier,F,53,241574400000000000,General Manager,Financial Services,Affluent Customer,N,No,16
898,899,Teodora,Lawling,F,42,-202262400000000000,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12
899,900,Clevey,Ivamy,M,48,649987200000000000,Associate Professor,Manufacturing,Mass Customer,N,Yes,5
900,901,Letta,McCarter,F,13,167788800000000000,Business Systems Development Analyst,Retail,Mass Customer,N,Yes,16
901,902,Selene,Vasiltsov,F,37,617414400000000000,Staff Scientist,Retail,Mass Customer,N,No,18
902,903,Hewe,Lidgley,M,46,-268185600000000000,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,14
903,904,Kariotta,Ludman,F,51,137030400000000000,Database Administrator II,Manufacturing,High Net Worth,N,Yes,11
904,905,Dorian,Drinkel,F,41,256003200000000000,Safety Technician II,Manufacturing,Affluent Customer,N,No,12
